Name,PlanetOfOrigin,Intelligence,TechnicalLevel,PreferredPlanetType,PreferredClimate,Colonies,ChanceInMixedPopulation,MaxPercentageOnMixedWorlds,CiadanPresence,AccessLevel,CouncilRelations,Playable,Description
Herald,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hermat,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hierarchy,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hill Mid,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hiralgn,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Horda,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hors,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jiralhanae,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Pack mentality humanoids of great physical standing. Intensely loyal to their religious beliefs they tend to act hostile to any group not sharing them.
Jorenians,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Large blue-skinned humanoid with retractile claws.
Krolp,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Centauroidsÿlarger thanÿhorsesÿwithÿtiger-like stripes, heads similar in shape to aÿjack-o-lanternÿwith jagged jaws."
Kymellians,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Humanoid body with horses head
Kyrie,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,A winged humanoid species
Loboan,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Aliens resembling werewolves, they are very vicious hunters. Alongside enhanced strength, speed, hearing, and agility, they can see in the dark and unleash powerful sonic howls."
Mantrins,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Kangaroo-like aliens with large, powerful back legs."
Noona,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Blue humanoid
Petrosapien,,COMMON,IRON,L,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"A race of silicon-based aliens, they mostly resemble humanoids made out of pale-green/blue crystals.  "
Phtagurs,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Three legs, armless, two manipulative heads, brain in torso. Evolved from herbivorous herd animals. "
Pkunk,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Toucan or dodo-like intelligent species
Plorgonarians,,COMMON,IRON,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"One-eyed, two-tongued, three-legged, squid-like creatures with green skin, narrow bodies, three fingers on each hand, and an antenna on top of their heads that functions as both a nose and an ear, and turns orange as they age. "
Sdanli,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Large, fierce reptilian predators."
Thraddash,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Rhinoceros-like humanoid
Thrumbos,,COMMON,IRON,H,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,Incredibly powerful horned quadrupeds with white fur covering their heads and backs.
Vaxasaurian,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Dinosaur-like aliens.
Wallahns,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Black frog-like humanoids
Yugopotamians,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Squid-like aliens with dome-covered brains.
Zabrak,,COMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Humanoids with an array of small horns on top of their heads. 
Cheem,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,Plant-like humanoids
Drath,,COMMON,IRON,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Elgyem,,COMMON,IRON,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ellimist,,COMMON,IRON,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Fleelebrokannan,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Gaim,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Galactar,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Gemin,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Gems,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Gladifers,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Gorn,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Gort,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Goszuls,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hani,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hanshaks,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hisa,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hoolov,,COMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kariak,,COMMON,MEDIEVAL,H,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
KessRith,,COMMON,MEDIEVAL,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kleer,,COMMON,MEDIEVAL,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ilwrath,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L5,UNKNOWN,FALSE,An arachnoid species of which hardly anything is known.
Jemadar,,COMMON,MEDIEVAL,R,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kal-Kriken,,COMMON,MEDIEVAL,H,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kalliran,,COMMON,MEDIEVAL,H,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Keroro,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Korx,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kramoggs,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krythen,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kyo,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lepitrran,,COMMON,MEDIEVAL,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krakeds,,COMMON,MEDIEVAL,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kreel,,COMMON,MEDIEVAL,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ktarian,,COMMON,MEDIEVAL,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lallorans,,COMMON,MEDIEVAL,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lipul,,COMMON,MEDIEVAL,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Huragok,,COMMON,MEDIEVAL,H,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Large, pink, squid like creatures."
Kisshu,,COMMON,MEDIEVAL,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kivar,,COMMON,MEDIEVAL,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kxnn,,COMMON,MEDIEVAL,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kyulek,,COMMON,MEDIEVAL,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jezzedain,,COMMON,MEDIEVAL,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jotoki,,COMMON,MEDIEVAL,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kerimna,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Klom,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Knnn,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krell,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kremm,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krithi,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kururu,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kymnar,,COMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Andalites,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Centaur-like aliens, they have non-poisonous scorpion tails as a formidable weapon. They lack mouths, so they use a technique called thought-speak, similar to but not quite telepathy, and they have four eyes: two on their face, and two on stalks that give them 360 degree vision. They are the main enemies of the villainous Yeerks"
Aslan,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Feline humanoid
Avennar,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Humanoid with a talent for psionics
Balhoon,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Blue, large-headed humanoid"
Cathar,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Cat-like humanoid
Gaoul,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Leathery-winged,ÿpterosaur-like aliens. "
Jenova,,COMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jjaro,,COMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kaalium,,COMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kambuchka,,COMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kath,,COMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kerons,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kharaa,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kherubim,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kif,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kilaaks,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kilrathi,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kimera,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kitharans,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Zakdorn are humanoids with pouches of thick, fibrous tissue on their cheeks. They have three pouches per cheek."
Klackons,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Klatrinian,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Klaxuns,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Korvax,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krahen,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kreely,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kreetassan,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krishnans,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Green skinned humanoids with antennae.
Krogan,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kroot,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krymk,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krynn,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Krynoids,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kssthrata,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ktang,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kulturan,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lavos,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lectroids,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lekgolo,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Leviathan,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lifitimnos,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Liir,,COMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
